review,rating,date
"Cepat, proses sederhana",5,2026-05-17 23:34:18
masih suka gangguan sistem aplikasinya ...,4,2026-05-17 23:30:26
susah kali terbuka kalo sinyal tidak stabil beda sm aplikasi lain,3,2026-05-17 23:28:32
semua transaksi kirim uang dan cek saldo jadi lebih mudah tanpa harus ke ATM,5,2026-05-17 23:28:18
bagus dan mudah digunakan,5,2026-05-17 23:22:06
"kenapa sekarang kalau habis top up atau nerima dana kenapa riwayat transaksi lama munculnya, tapi saldo terpotong atau bertambah. tolong diperbaiki ya agar enak karena riwayat transaksi itu penting.",4,2026-05-17 23:10:03
mudah,5,2026-05-17 21:45:32
"Aplikasi yg bagus, memudahkan transaksi dlm banyak hal",5,2026-05-17 20:40:37
bagus banget mantapp nyaman,5,2026-05-17 20:10:39
kenapa ya saya mau daftar aplikasi wondr by BNI selalu gagal mulu,2,2026-05-17 17:48:37
kenapa sih selalu maintance dijam 12 malem udah tau orang dijam sgth banyak yg menggunakan m banking untuk transfer dsn menerima pembayaran jualan,1,2026-05-17 17:15:33
sering error klo malam,2,2026-05-17 16:44:47
bagus namun lAporan saldo masuk kok ga ada yang d histori untuk pemberitahuan ada masuk hostri nyah tidak tersimpan... kalo untuk dpks ushaaa jualana kurang ccok lama buka aplikasi & sering bug..masukin pasword,5,2026-05-17 15:57:48
aplikasinya berjalan dengan baikk,5,2026-05-17 15:36:36
"Mempermudah dalam bertransaksi, tidak ribet.",5,2026-05-17 14:49:50
aplikasi ini sering tidak bisa dibuka,1,2026-05-17 14:06:40
manteb,5,2026-05-17 13:50:09
BNI wonderful,5,2026-05-17 13:39:06
keren dan mantap,5,2026-05-17 13:26:48
apk jos,5,2026-05-17 13:04:45
biaya transaksi terlalu mahal,1,2026-05-17 13:02:02
Wondr Sangat Mudah Digunakan Dan Saya Terbantu Sekali.,5,2026-05-17 13:00:53
wondr BNI sekarang lebih parah mbanking BNI dulu waktu menggunakan BNI mbanking tidak banyak masalah sekarang wndr BNI problemnya banyak lama lama BNI banyak ditinggalkan nasabah,1,2026-05-17 12:55:40
"Cepat, mudah, jarang ada gangguan",5,2026-05-17 12:50:45
"sangat puas dengan wonder mudah sekali menggunakan aplikasi ini ketika lupa pin bisa langsung eksekusi tanpa harus ke kantor, kita sangat diberi kemudahan sehingga kami jadi pengin terus menggunakan aplikasi wonder ini , mantap pokoknya , tiada tanding tiada banding , maju terus wonder, Semoga selalu berjaya, mudah dimengerti dan mudah dipahami aplikasinya oleh segala umur, tidak ribed dan tidak berbelit belit kita sebagai pengguna sangat senang sekali dengan wonder , sukses selalu wonder.",5,2026-05-17 12:31:21
oke oke,5,2026-05-17 12:31:08
its oke,5,2026-05-17 12:16:26
ini gimana sih aplikasi saldo saya masih 24k saya mau tranfer kok gak bisa.tolong beri bantuaannya,1,2026-05-17 12:10:14
TF jadi mudah,5,2026-05-17 12:10:08
mudah Dan Cepat,3,2026-05-17 11:32:04
sagat membantu,5,2026-05-17 10:18:58
"Wondr by BNI Helloooo langganan kali lemot error, buka utk login saja sangat lama, malu2in pas mau bayar QRIS/TF. PERBAIKI doongg",1,2026-05-17 10:06:44
kecewa bgttt untuk melakukan transfer gagal trs padahal saldo ada tapi gagal trs,2,2026-05-17 10:06:09
sangat baik pelayananya,5,2026-05-17 09:22:49
sangat mudah digunakan,5,2026-05-17 09:17:26
"ini udah seminggu lebih kok Ada Kendala Pada Sistem Kami Mulu, mohon untuk segera di perbaiki",3,2026-05-17 09:07:37
admin nya gede bgt tiap bulannya huhu,4,2026-05-17 08:57:43
bagus sinyalnya ga lemot,5,2026-05-17 08:19:27
sangat baguss,5,2026-05-17 08:19:23
"untuk saat ini ok ngk ada masalah apa², semoga kedepan jauh lebih baik lagi",5,2026-05-17 08:14:00
Loading nya lama sekali saat pertama kali dibuka,2,2026-05-17 08:06:50
"busuk ni apk, mau transfer 15k eror, transfer 2k aja eror, transfer 5k eror ke blu bca, busuk emang ni apk",2,2026-05-17 07:55:36
bagus👍,4,2026-05-17 07:22:04
"diera digital seperti saat ini BNI wonder adalah pilihan yg terbaik,apl terbaik..",5,2026-05-17 07:06:41
qris g bisa,3,2026-05-17 06:42:32
mudah digunakan dan loading cepat,4,2026-05-17 05:51:47
"kok waktu saya hapus APKNya, trus download ulang lagi saya udah Ngkk bisa masuk lagi padahal udah saya perifikasi tapi sama sja tolong dong perbaiki APK Nya",1,2026-05-17 05:31:21
Sangat membantu proses,5,2026-05-17 05:16:22
sangat membantu..,5,2026-05-17 05:11:20
pembayaran sangat aman saat digunakan,5,2026-05-17 05:07:23
"ini gimana ini, bni sama wondr sama saja, saya beli pulsa melalui banking tdi malam 01.25 pulsa gak ada masuk ,tapi saldo berkurang , saldo saya berkurang 300ribu, terakhir dicoba lagi beli pulsa 100,yg 100 masuk, tpi yg 300 ribu nya tidak ada masuk ke mytelkomsel saya, dan saya cek di banking saldo saya berkurang tidak dikembalikan, bagaimana ini kebijakan bni dan wondr",1,2026-05-17 04:50:34
sangat mudah dan sangat membantu.,5,2026-05-17 03:47:30
"Mudah di akses,mau Qris pun gampang,tanpa harus log in dl",5,2026-05-17 03:14:13
"mobile tunainya ribet harus sedia pulsa, brp kali transaksi gabisa keambil sampe pulsa habis",1,2026-05-17 03:08:21
Bagus sekali.,5,2026-05-17 02:12:02
"mantap, mudah",5,2026-05-17 02:02:07
untuk transaksi sangat mendukung dan cepat,5,2026-05-17 01:56:12
"menyusah kan orang , jgan mau dwnload atw9 buka rekening lwt bni ini , masa sy dr td veripikasi wajah hampir 3 hari ga berhasil , wajah nya harus lurus kedepan , sy verifikasi itu wajah nya lurus tanpa mengat mengot , dr 3 hari transfer ke no rekening bni ga masuk2 sampe sekarang , anjg notifksi jg ga ada , tp d tmpt brilink transaksinya berhasil , kmpg bnr",5,2026-05-17 01:29:44
"Jelek ternyata tidak bisa buat kartu debit virtual, masih bagusan bank Jago dan blu. Bisa lanhsung bikin kartu fisik maupun virtual untuk bank sekelas digital. Kalo untuk bank non digital mandiri dan bca.",1,2026-05-17 01:12:40
Bagus sekali,5,2026-05-16 23:47:04
gimana nih kok wonder saya ga bisa login,1,2026-05-16 23:22:38
👍👍👍👍,5,2026-05-16 22:38:09
transaksi pembelian pulsa Gaga saldo terkurang pulsa belum masuk,1,2026-05-16 21:26:59
aplikasi nya mantap,5,2026-05-16 21:15:59
layanan yg sangat bagus untuk nasabah👍,5,2026-05-16 20:41:20
memudahkan pembayaran barang pembelian via online.,5,2026-05-16 19:51:48
"Cepat transaksinya, mudah operasionalnya.",5,2026-05-16 17:25:12
problematik,1,2026-05-16 17:02:35
banyak gangguan,1,2026-05-16 16:58:17
transaksi lebih nyaman,5,2026-05-16 16:45:26
ga jelas banget udh di update berkali-kali masih aj ada tulisan update nya terus klo mau pake juga ga bisa masuk internet nya lah terus akun nya lah udh ga jelas bangett terus suka ada tulisan tim kami sedang perbaiki terus lah,1,2026-05-16 16:40:47
jam 23 malam sering rusak gak bisa tf hampir tiap malam 👎,1,2026-05-16 16:35:58
sangat simpel dan lancar untuk transaksi,5,2026-05-16 16:34:04
kenapa uang sudah kepotong 4 juta tapi di transaksi tdk ada dan uangnya juga tdk terkirim??,5,2026-05-16 16:29:49
makin keren,5,2026-05-16 16:17:35
Good,5,2026-05-16 16:07:07
baguss,5,2026-05-16 14:52:39
lebih mudah bertransaksi,5,2026-05-16 14:36:39
"transaksi kilat, puas pakai wonder bni",5,2026-05-16 14:17:23
Alhamdulillah sangat membantu,5,2026-05-16 14:06:51
mantaap,5,2026-05-16 13:54:08
"ga bisa pesan kartu debit lewat aplikasi, transaksi gagal, jelek pelayanannya juga",1,2026-05-16 13:52:11
Wonder sangat bagus. 👍,5,2026-05-16 13:41:25
oke BGT,5,2026-05-16 13:05:00
selalu yang ter baik,5,2026-05-16 13:02:04
aplikasi apa ini tiap pakai wifi aplikasi ga bisa di buka terus ada masalah apa sih ini apps sama jaringan wifi,2,2026-05-16 12:54:29
aplikasi korup,1,2026-05-16 12:24:14
sangan membantu,5,2026-05-16 12:02:09
mantul,5,2026-05-16 11:02:45
"kacaw awal bikin di isi saldo malah gak masuk hilang ,gak rekomendasi",2,2026-05-16 10:32:57
membantu banget,5,2026-05-16 10:04:35
kenapa sering sekali ada perbaikan tanpa ada pemberitahuan terlebih dahulu,4,2026-05-16 09:51:38
apps ngk jelsd. habis uang saya di apps ini tungan lenyap. saya udh ngurus ke bank tapi pihak bank katanys ngk tau. trus gmna dong tangung jawabnya ini.,1,2026-05-16 09:46:41
trima kasih krna dgn wonder transaksi saya lebih cepat n mudah,5,2026-05-16 09:07:33
bagus dan amanah,5,2026-05-16 09:03:42
semenjak pakai wondr transaksi lebih mudah,4,2026-05-16 08:50:20
"sejauh ini tidak ada kendala tentang apapun itu, masih jadi apk yang terbaik..",5,2026-05-16 07:55:21
okeeeeeeee terima kasih,5,2026-05-16 07:33:38
sangat membantu sekali,5,2026-05-16 07:31:33
sangat mudh pke aplikasi wondr,5,2026-05-16 06:51:01
lebih mudah... bagi saya yg sdh berumur 55 thn...,5,2026-05-16 06:49:21
mudah dan cepat,5,2026-05-16 06:43:28
"klo g niat bikin aplikasi mending hapus aja, tba² keluar sendiri dri akun + di suruh verifikasi wajah tpi pas udh mlh balik lgi ke ke awal gtu² aj terus, udh di bawa ke cabang BNI terdekat sama aj g ad perubahan, sekarang wonder saya g bisa di pakai g bisa login, mending hapus aj apk g guna",1,2026-05-16 06:20:59
sangat cepat bagus,5,2026-05-16 05:52:47
dalam hal yg penting sangat membantu.,5,2026-05-16 05:23:58
sekarang banyak gangguan...saya kan tiap hari transaksi,4,2026-05-16 04:47:49
Sempat saya hapus aplikasi nya saya coba download kembali tetapi gagal terus masuk ke dalam aplikasi nya,2,2026-05-16 04:43:16
"sengaja saya kasih bintang 5 biar di liat developer, pelayanan yg mempersulit, tlp cs harus berbayar, ada email tapi balasannya lama, sistem terima uang ga jelas, ada yg transfer ke rekening saya sampai sekarang uangnya ga tau kemana, padahal pengirim sudah sukses uang transfer notif sudah terkirim, tapi di rekening saya nominal belum bertambah entah kemana tu duit, pengajuan kartu kredit terbilang slow respon, bahkan mungkin ga di respon sama sekali, banyak kekurangannya ni apk",5,2026-05-16 04:02:53
selalu internet tidak terhubung g bisa di buka padhl wiffi sama internet bagus,1,2026-05-16 03:58:57
bgus merpermudh pebayaran,5,2026-05-16 03:42:50
"kebanyakan BUG, kebanyakan Gangguan.. 👎🏼",2,2026-05-16 03:35:23
"awalnya saya sangat senang make aplikasi ini, sebelum ada tawaran2 dari yang lain, setelah beberapa lama saya pakai datang tawaran kartu kredit awalnya saya menolak, karna terus2san saya di telpon terus dr bank BNI katanya ini fasilitas karna saya sudah pakai BNI selama 11 tahun, singkatlah cerita nyampai kartu dirmh, JD sy belanja tak sengaja terpakai, awalnya 323.500 ditagih Han 923.500, gimana apakah ada yg seperti saya, jjr saya TDK mau saya bayar yg tidak saya pake itu",4,2026-05-16 03:23:58
Sangat puas,5,2026-05-16 03:22:51
sangat membantu aplikasi bagus,5,2026-05-16 03:20:11
"aplikasinya bagus, banyak fitur yang memudahkan nasabah.tapi mohon maaf nih kenapa Wondr ini aplikasinya sering bangeeett error kalau pakai QRIS. selalu dibilang g ada sinyal padahal pakai WIFI kencang. terus juga mau lihat tagihan kartu kredit susah banget. padahal mau bayar tapi error terus",3,2026-05-16 03:13:37
lncar dan mudah,5,2026-05-16 02:00:12
"Mantap,bagus lebih mudah lagi transaksinya",4,2026-05-16 01:28:35
"bagus dan enak di gunakan,sama seperti mobile banking BNI",5,2026-05-16 01:23:13
smog abermanfaat,5,2026-05-16 01:22:35
"sangat bermanfaat dan membantu sekali,, trimakasih 🙏🙏",5,2026-05-16 01:05:29
sangat membatu bisa nabung dan aman,5,2026-05-16 01:05:03
sangat baik membantu,5,2026-05-16 00:30:29
cukup baik sih untuk selama ini ..semoga sampai selamanyah selalu bisa membrika pelayanan terbaik untuk customer,5,2026-05-16 00:17:41
terima kasih,5,2026-05-16 00:13:51
Nyaman dan aman,5,2026-05-16 00:04:35
Is the best,5,2026-05-15 23:50:56
terima kasih wonder BNI kerja sama yg baik sukses buat BNI ya,5,2026-05-15 23:16:26
180.000 gak cukup buat beli paket 100.00 gak ngotak potongan nya,1,2026-05-15 23:15:39
sangat mudah dalam penggunaannya..,5,2026-05-15 23:13:01
bgus cpt,5,2026-05-15 23:08:08
sudah login tapi belum di proses no rek..selalu dalam perbaikan😌😌😌,1,2026-05-15 22:49:26
wonder good,5,2026-05-15 22:06:13
Sangat membantu sekali,5,2026-05-15 21:59:31
saya mau buka rekening online tapi tidak bisa,1,2026-05-15 20:10:02
dem la BNI susah rewel tiap kali tarik tunai ganti paswot,1,2026-05-15 19:15:14
bank apaan ni . selalu transaksi dijam 12 ke atas gagal . bahkan sampai jam 3 pun masih GK bisa bisa . menyebalkan auto ganti bank . JANGAN MAKE BNI LG,1,2026-05-15 18:36:37
"Eror kak ini kenapa sekarang, tidak bisa masuk",5,2026-05-15 18:29:06
"sangat membantu , trimakasih 🙏",5,2026-05-15 17:19:08
susah buat login,1,2026-05-15 16:47:20
aplikasi ini sangat bagus,5,2026-05-15 16:20:18
saya bikin tabungan wondr bni multicurrency suda top up / isi saldo status pengirim ny ber hasil tapi ke rekening saya tidak masuk / bukti transaksi saldo masuk juga tidak ada dengan nominal 50rb giman kalo 1jt pusing saya mohon perbaiki,5,2026-05-15 16:13:28
terima kasih selalu ada utk mmbantu bayar2 dan transaksi lainnya,4,2026-05-15 15:52:39
kereen jg jd lbh mudah dlm bertransaksi dn jg yg pasti aman dn amanah,5,2026-05-15 15:24:58
terimakasih sudah bantu sy,5,2026-05-15 14:54:44
cepat dan mudah,5,2026-05-15 14:43:38
"untuk segala transaksi lancar,sangat membantu sekali",5,2026-05-15 14:11:27
"KENAPA KARTU GUE KE BLOKIR SI, GAJELAS BALIKIN SEPERTI SEMULA WOY",1,2026-05-15 14:08:09
sungguhh cepatt,4,2026-05-15 13:51:55
"aplikasinya sangat"" lambat, mending pakek app bni yg dulu",1,2026-05-15 13:44:28
mntap👍,5,2026-05-15 13:40:38
BNI emang oke..!,5,2026-05-15 12:47:58
"Ok, transaksi sudah normal kembali. terimakasih",5,2026-05-15 12:35:46
memudahkan dalam segala hal,5,2026-05-15 12:33:48
mudah digunakan,5,2026-05-15 12:23:14
"mu beli token listrik di mbanking BNI, malah disuruh ke wondr, wonder nya malah ngga bisa",1,2026-05-15 12:03:37
aplikasi mantap ...,5,2026-05-15 11:35:35
Lemot.. sering eror. tdk seperti aplikasi sebelumnya,5,2026-05-15 11:10:30
BNI BENAR2 MERAMPAS AKSES KE NASABAH LAMA KAYAK SAYA UNTUK MENGAKSES AKUN WONDR SAYA😡 JD SAYA BENAR2 GAK BISA NGAPA2NGAPAIN INI. PARAH!!! UDH KTP SAMA MUKA SAMA. KOK GAK BISA MASUK!!! UDAH KEKANTOR CABANG!! NANTI KALAU GAK SENGAJA UNINSTAL APP BAKAL BOLAK BALIK GITU TERUS. 😡BINTANG SATU.,1,2026-05-15 11:05:51
"Aplikasi membukanya lama sekali, untuk masuk ke login password lama sekali, Buat malu kalau ada antri pembayaran qris, perbaiki dong wondernya. masa harus berdiri sampai aplikasi terbuka dan bisa digunakan. padahal pakai jaringan selurer yang 4G bukan wifi. buka aplikasi lain lancar begitu wonder di buka malah loading nya gak kira-kira. rugi banget mana ada gaji di sini lagi. rugi banget.",1,2026-05-15 11:04:18
"sangat bagus, dan membantu jadi lebih cepat bertransaksi",5,2026-05-15 10:55:54
aplikasi ini sangat bermanfaat,5,2026-05-15 10:33:07
150rb buat bikin akun kemahalan,1,2026-05-15 10:06:04
cepat dan aman,5,2026-05-15 09:57:10
ini gimanasi BNI padahal tadi aku tf uang dari seabank ke rekening BNI tapi malah gak masuk masuk udah aku tinggal 3 jam padah nomor rekening nya pas nya,1,2026-05-15 09:53:56
Sangat membantu Praktis & Proses Cepat 👍,5,2026-05-15 09:53:07
sangat cepat dan mudah proses top upnya,5,2026-05-15 09:33:06
saya melihat di tampilan utama Mbanking wonder BNI saya seperti gambar Yesus mengapa begitu saya seorang muslim keberatan,1,2026-05-15 08:53:34
"buat devoloper , saya daftar udah 8x ngga bisa hrus tunggu besok² terus ,ngga kya apk sebelah ngga ada kendala lncar trs ,yg ada kendala bukan cuman saya aja ,tpi teman² saya juga dan masih banyak, semisal kendalnya seperti sistem sedang dalam kendala/error, mohon devolopernya segera perbaiki karena ini penting ,menyangkut pekerjaan saya di MBG",3,2026-05-15 08:13:14
keren cepat,5,2026-05-15 08:02:06
mudah dipahami,5,2026-05-15 07:54:01
aplikasinya ngga bgt masa setiap buka slalu stalk di gambar awal mau qris jadi lama....gajelas gimana apknya ini!!!,1,2026-05-15 07:38:17
"aplikasi Ter ribetttttt , dari semua bank..buka rekening online, setoran awal 265rb sudah , 2 x 24 jam saldo masih nol.. itu kemana setoran awal saya sampe sekarang ga ada.. di TLP jawaban nya setoran nya harus pas 250 agar tidak ada penolakan.. lah terus KLO di tolak itu uang saya nyangkut dimana yang 265rb.. !! bank lain ga kaya gini.. jangan jauhin aplikasi bank ini.. buruk !! sory bukan memprovokasi, tapi berdasarkan pengalaman saya aja",1,2026-05-15 07:04:22
kalau buka aplikasi itu ada gambar foto siapa ya 🙂‍↕️,4,2026-05-15 06:26:17
Lumayan,5,2026-05-15 06:11:07
makasih banyak BNI,5,2026-05-15 06:04:03
"nyesel registrasi di wonder BNI ini, saya coba top up saldo taplus untuk melakukan transaksi malah tidak bisa, dan saya a minta alasan malah tidak ada jawaban, saya coba call center malah di matikan saat saya berbicara, saya mencoba mengirim pesan via email malah di tolak pesann saya, dengan alasan pesan saat ini sedang penuh, kentut jelek banget ni aplikasi gajelas",1,2026-05-15 05:56:47
sangat bermanfaat 👍,5,2026-05-15 05:44:03
sangat puas dengan adanya wonder mempermudah pekerjaan,5,2026-05-15 05:29:01
gak muncul verifikasi buat masukin no debit kks udah daftar pas buka apk nya malah disuruh nabung,2,2026-05-15 05:18:14
lebih mudah digunakan dan lengkap mksh BNI wondr🙏,5,2026-05-15 05:00:37
"di acc nggak di tolak ngga, di proses sudah 1 bulan, malah jadi banyak telepon gak jelas dari no ga jelas. saya pilih uninstall",1,2026-05-15 04:57:16
oke cepat,4,2026-05-15 04:57:00
INI KENAPA SALDO GA ADA MASUK KE AKUN REKENING BNI PADAHAL SUDAH BERHASIL TF DARI BANK LAIN NYA,1,2026-05-15 04:54:49
"mantab, bagus",5,2026-05-15 04:16:58
"agak lemmot buka aplikasinya, gak kayak bni mobile gak nunggu pake lama langsung terbuka cobalah perbaiki entah saya yang bodoh atau memang aplikasinya yang rada oon. bikin kessel pas lagi buru²...",2,2026-05-15 04:10:53
aman dan nyaman,5,2026-05-15 03:57:22
"Sangat simpel dan cepat,👍👍",5,2026-05-15 03:49:52
suka dan bermanfaat,5,2026-05-15 03:18:39
So far so good,5,2026-05-15 02:34:12
Bagus dan sangat membantu,5,2026-05-15 02:10:51
semog lebih mudah lagi di gunakan,5,2026-05-15 02:06:16
👍👍,5,2026-05-15 01:53:36
alhmdllah cepat dan aman tingkatkan pelayanan lebih baik lagi,5,2026-05-15 01:45:19
parah ini wonder jdi lemot bgt,3,2026-05-15 01:25:01
"KK tolong perbaiki cara kirim otpnya saat saya mau tarik mobile minta otp tapi otpnya g di kirim kirim katanya melalu SMS nyatanya g dikirim kirim pengalaman buruk saya menggunakan bank BNI ,saya lebih merekomendasikan pindah ke BCA saja atau BRI lebih friendly mobilitas nya",1,2026-05-15 01:15:14
BNI selalu Oke,5,2026-05-15 00:53:52
mantap sekali,5,2026-05-15 00:08:47
wonder semakin terbaik,5,2026-05-14 23:57:58
sangat memuaskan tidak ada kendala,5,2026-05-14 23:57:50
keren.,5,2026-05-14 23:54:13
"Aplikasi gk guna , keluar2 mulu. Aneh",1,2026-05-14 22:35:13
good job BNI🖤,5,2026-05-14 19:29:30
gak jelas bngt udh jam 01.00 tetap gak bisa transaksi online,1,2026-05-14 18:12:47
"sengaja saya kasih rating 5,biar d baca ulasan ini. transfer gagal dan dana saya ilang ga kembali mohon d perjelas dan segera balas email dari saya jangan bikin kecewa",5,2026-05-14 17:18:48
transaksi luar biasa,5,2026-05-14 17:10:58
Coba tolong jelaskan maksud dr gambar pembuka sebelum login...,3,2026-05-14 15:45:43
memuaskan dan sangat membantu,5,2026-05-14 15:38:20
ada masalah,3,2026-05-14 15:25:25
aplikasi ini bagus banget,5,2026-05-14 15:25:20
sangat membantu cepat dan tepat waktu terimakasih sudah memberikan layanan yang terbaik 👍👍👍👍🥰😘,5,2026-05-14 15:21:44
saya tidak bisa transfer,1,2026-05-14 15:10:15
pasgam,2,2026-05-14 14:55:24
mudah dan GK ribet,5,2026-05-14 14:46:25
sangat membantu buat kebutuhan sehari-hari,5,2026-05-14 14:00:19
uang saya hilang,1,2026-05-14 13:48:47
sangat membantu 👍👍,5,2026-05-14 13:01:29
"mantap, aplikas no gangguan",5,2026-05-14 12:39:50
